prcp (mm/day),tmax (deg c),tmin (deg c),330_SWE (m),392_SWE (m),393_SWE (m),763_SWE (m),533_SWE (m),684_SWE (m),814_SWE (m),896_SWE (m),1118_SWE (m),1145_SWE (m)
0.0,16.88,-1.16,0.0508,0.0761999999999999,0.06604,0.0380999999999999,,,,,,
0.0,15.76,3.93,0.0584199999999999,0.0761999999999999,0.06604,0.0380999999999999,,,,,,
0.0,12.5,1.87,0.0584199999999999,0.0761999999999999,0.0635,0.0380999999999999,,,,,,
0.0,7.07,-6.64,0.0584199999999999,0.0761999999999999,0.0635,0.0380999999999999,,,,,,
0.0,7.1,-8.54,0.0584199999999999,0.0761999999999999,0.0635,0.0380999999999999,,,,,,
0.0,5.72,-9.51,0.0584199999999999,0.0761999999999999,0.0635,0.0380999999999999,,,,,,
0.6,4.43,-7.22,0.0584199999999999,0.0761999999999999,0.0635,0.0380999999999999,,,,,,
0.47,3.82,-7.85,0.0584199999999999,0.0761999999999999,0.0635,0.0380999999999999,,,,,,
0.0,7.53,-10.19,0.0584199999999999,0.0761999999999999,0.0635,0.0380999999999999,,,,,,
0.0,6.04,-7.36,0.0584199999999999,0.07874,0.0635,0.0380999999999999,,,,,,
0.0,2.79,-12.31,0.0584199999999999,0.07874,0.0635,0.0380999999999999,,,,,,
0.0,4.9,-10.49,0.0584199999999999,0.07874,0.06604,0.0380999999999999,,,,,,
0.0,5.97,-9.79,0.0584199999999999,0.07874,0.06604,0.0380999999999999,,,,,,
0.0,7.24,-11.09,0.0584199999999999,0.07874,0.06604,0.0380999999999999,,,,,,
0.0,6.06,-8.69,0.0584199999999999,0.07874,0.06604,0.0380999999999999,,,,,,
0.0,2.69,-12.39,0.0584199999999999,0.07874,0.06604,0.0380999999999999,,,,,,
0.0,2.12,-14.17,0.0584199999999999,0.07874,0.06604,0.0380999999999999,,,,,,
0.0,5.14,-11.12,0.0584199999999999,0.08128,0.06604,0.0380999999999999,,,,,,
0.0,7.01,-9.54,0.0584199999999999,0.08128,0.06858,0.0380999999999999,,,,,,
0.0,7.13,-9.39,0.0584199999999999,0.08128,0.06858,0.0380999999999999,,,,,,
0.0,7.24,-9.43,0.0584199999999999,0.08128,0.06858,0.0380999999999999,,,,,,
0.0,6.81,-10.58,0.0584199999999999,0.08128,0.06858,0.0380999999999999,,,,,,
0.0,6.55,-10.75,0.0584199999999999,0.08128,0.06858,0.0380999999999999,,,,,,
0.0,4.78,-9.09,0.0584199999999999,0.08128,0.06858,0.0380999999999999,,,,,,
0.0,2.36,-11.21,0.0584199999999999,0.08128,0.06858,0.0380999999999999,,,,,,
2.16,-1.36,-11.12,0.0584199999999999,0.08128,0.06858,0.0380999999999999,,,,,,
0.0,-2.44,-18.13,0.06604,0.0838199999999999,0.0711199999999999,0.04064,,,,,,
0.12,-0.26,-7.58,0.0736599999999999,0.09398,0.07874,0.0431799999999999,,,,,,
0.0,-1.04,-11.67,0.0761999999999999,0.1016,0.0838199999999999,0.04572,,,,,,
0.0,3.49,-5.24,0.0761999999999999,0.1041399999999999,0.0863599999999999,0.04572,,,,,,
0.0,3.77,-7.52,0.08128,0.1041399999999999,0.0863599999999999,0.04572,,,,,,
0.45,2.28,-5.38,0.0838199999999999,0.11176,0.09144,0.04826,,,,,,
0.0,3.78,-11.07,0.0838199999999999,0.11176,0.09144,0.04826,,,,,,
0.0,5.74,-9.22,0.0838199999999999,0.11176,0.09144,0.04826,,,,,,
0.0,11.05,-1.16,0.0838199999999999,0.1168399999999999,0.09398,0.0508,,,,,,
0.98,9.0,-5.39,0.0838199999999999,0.1168399999999999,0.09398,0.05334,,,,,,
1.3,-1.27,-14.74,0.0838199999999999,0.1219199999999999,0.09652,0.05334,,,,,,
0.0,-0.89,-16.28,0.0838199999999999,0.1219199999999999,0.09652,0.05334,,,,,,
0.0,3.14,-10.9,0.0838199999999999,0.12446,0.09906,0.05334,,,,,,
0.0,3.04,-8.02,0.0838199999999999,0.127,0.09906,0.05588,,,,,,
0.66,4.07,-7.11,0.0888999999999999,0.12954,0.1016,0.0584199999999999,,,,,,
0.77,-0.2,-12.09,0.0888999999999999,0.12954,0.1016,0.0584199999999999,,,,,,
0.0,-1.8,-16.53,0.0888999999999999,0.13462,0.10668,0.0584199999999999,,,,,,
0.0,-2.49,-16.17,0.0888999999999999,0.13462,0.10668,0.0584199999999999,,,,,,
,,,0.09144,0.13716,0.10922,0.0584199999999999,,,,,,
0.0,-0.33,-12.82,0.09144,0.1422399999999999,0.10922,0.0609599999999999,,,,,,
0.0,1.34,-12.1,0.09144,0.1422399999999999,0.10922,0.0609599999999999,,,,,,
0.65,0.17,-10.42,0.09144,0.1422399999999999,0.1143,0.0609599999999999,,,,,,
0.0,3.21,-10.0,0.09144,0.1422399999999999,0.1143,0.0609599999999999,,,,,,
1.04,5.52,-2.1,0.09652,0.1473199999999999,0.11938,0.0609599999999999,,,,,,
0.0,3.36,-14.29,0.1041399999999999,0.15494,0.11938,0.0635,,,,,,
0.0,4.39,-11.7,0.1041399999999999,0.16256,0.11938,0.0635,,,,,,
0.0,3.61,-12.55,0.1041399999999999,0.16256,0.11938,0.0635,,,,,,
0.0,2.26,-12.01,0.1041399999999999,0.16256,0.11938,0.0635,,,,,,
0.0,1.5,-14.65,0.1041399999999999,0.16256,0.11938,0.0635,,,,,,
0.0,-0.24,-15.27,0.1041399999999999,0.16256,0.11938,0.0635,,,,,,
0.0,3.74,-11.8,0.1041399999999999,0.16256,0.12954,0.0635,,,,,,
0.0,11.91,-6.55,0.1041399999999999,0.16256,0.12954,0.06604,,,,,,
0.86,8.97,-7.75,0.1041399999999999,0.16256,0.12954,0.06604,,,,,,
0.0,5.39,-11.12,0.1041399999999999,0.16256,0.12954,0.06604,,,,,,
0.0,6.69,-3.08,0.1041399999999999,0.16256,0.13208,0.06604,,,,,,
0.0,7.7,-6.7,0.1041399999999999,0.16256,0.13208,0.06604,,,,,,
0.0,4.37,-5.25,0.1041399999999999,0.16256,0.13208,0.06604,,,,,,
0.0,3.73,-12.05,0.1041399999999999,0.16256,0.13208,0.06604,,,,,,
0.0,6.54,-12.08,0.1041399999999999,0.16256,0.13208,0.06604,,,,,,
0.0,7.33,-8.37,0.1041399999999999,0.16256,0.13208,0.06604,,,,,,
2.33,7.08,-6.59,0.1041399999999999,0.16256,0.13208,0.06604,,,,,,
5.25,2.97,-5.78,0.11176,0.17018,0.13462,0.0736599999999999,,,,,,
0.55,1.34,-5.34,0.1219199999999999,0.1777999999999999,0.13716,0.07874,,,,,,
0.74,0.46,-9.84,0.1219199999999999,0.1777999999999999,0.13716,0.07874,,,,,,
0.0,-0.94,-11.9,0.1219199999999999,0.1777999999999999,0.13716,0.07874,,,,,,
0.0,-0.79,-11.37,0.1219199999999999,0.1777999999999999,0.13716,0.07874,,,,,,
0.0,4.16,-5.56,0.1219199999999999,0.1803399999999999,0.1397,0.07874,,,,,,
0.0,6.57,-0.57,0.1219199999999999,0.18796,0.1422399999999999,0.0863599999999999,,,,,,
4.77,5.12,-3.79,0.13462,0.19558,0.1473199999999999,0.09398,,,,,,
0.0,3.72,-14.46,0.13462,0.19558,0.1473199999999999,0.09398,,,,,,
0.0,3.66,-10.61,0.13462,0.19558,0.1473199999999999,0.09398,,,,,,
0.0,6.25,-7.64,0.13462,0.19558,0.14986,0.09652,,,,,,
6.31,8.32,-1.93,0.13462,0.20066,0.14986,0.09652,,,,,,
0.0,0.17,-10.09,0.1422399999999999,0.2057399999999999,0.16002,0.09906,,,,,,
2.04,0.01,-8.81,0.1422399999999999,0.2082799999999999,0.16256,0.1016,,,,,,
0.0,6.12,-4.83,0.1523999999999999,0.2158999999999999,0.17018,0.10922,,,,,,
0.0,8.02,0.09,0.1523999999999999,0.2158999999999999,0.17018,0.10922,,,,,,
0.0,8.94,-3.83,0.14986,0.2158999999999999,0.17018,0.10922,,,,,,
0.0,8.02,-2.63,0.14478,0.2158999999999999,0.17018,0.10922,,,,,,
0.0,7.33,-2.26,0.14478,0.2158999999999999,0.17018,0.10922,,,,,,
0.0,7.19,-1.42,0.14478,0.2158999999999999,0.17018,0.10922,,,,,,
2.45,6.53,0.91,0.14478,0.21844,0.1727199999999999,0.11176,,,,,,
1.14,3.88,-1.37,0.1523999999999999,0.22606,0.17526,0.1143,,,,,,
1.68,1.54,-13.96,0.1651,0.2438399999999999,0.18796,0.127,,,,,,
0.0,0.92,-7.29,0.1651,0.2438399999999999,0.18796,0.127,,,,,,
12.6,2.94,-4.02,0.17526,0.26924,0.21082,0.1422399999999999,,,,,,
0.26,3.3,-8.18,0.19558,0.27432,0.2158999999999999,0.14986,,,,,,
0.0,-0.79,-17.22,0.19558,0.2794,0.2158999999999999,0.14986,,,,,,
0.0,3.79,-8.93,0.19558,0.2794,0.2158999999999999,0.14986,,,,,,
4.34,3.56,-4.25,0.19558,0.2844799999999999,0.2209799999999999,0.15494,,,,,,
0.0,2.42,-7.99,0.19812,0.28956,0.22352,0.15748,,,,,,
0.0,5.38,-6.68,0.19812,0.28956,0.22352,0.15748,,,,,,
0.0,5.91,-5.18,0.19812,0.28956,0.22352,0.15748,,,,,,
0.52,3.89,-16.38,0.19558,0.28956,0.22352,0.15748,,,,,,
0.0,-0.3,-18.01,0.19558,0.28956,0.22606,0.15748,,,,,,
0.0,1.98,-9.62,0.19558,0.28956,0.2286,0.15748,,,,,,
2.8,0.8,-10.88,0.19812,0.29972,0.23876,0.1651,,,,,,
0.0,-0.09,-15.78,0.19812,0.3047999999999999,0.23876,0.1651,,,,,,
0.0,3.56,-16.17,0.19812,0.3047999999999999,0.23876,0.1651,,,,,,
0.0,9.55,-11.3,0.19812,0.30734,0.2413,0.17018,,,,,,
0.0,11.76,-8.64,0.2032,0.30734,0.2413,0.17526,,,,,,
0.0,11.75,-3.55,0.2032,0.30734,0.2413,0.17526,,,,,,
0.0,11.75,-7.19,0.2032,0.30734,0.2413,0.17526,,,,,,
0.0,15.57,-3.67,0.2032,0.30734,0.2413,0.17526,,,,,,
0.0,14.88,-4.41,0.2032,0.30734,0.2413,0.17526,,,,,,
0.0,16.57,-0.4,0.2032,0.30734,0.2413,0.17526,,,,,,
0.39,13.11,-0.87,0.2032,0.31242,0.2438399999999999,0.17526,,,,,,
1.99,5.23,-5.99,0.2032,0.31242,0.25146,0.1777999999999999,,,,,,
1.23,3.97,-3.45,0.2057399999999999,0.31496,0.254,0.1803399999999999,,,,,,
0.0,5.97,-8.59,0.21336,0.32004,0.25908,0.18796,,,,,,
0.0,5.88,-1.01,0.21336,0.3302,0.26162,0.19558,,,,,,
0.43,11.71,-1.01,0.2209799999999999,0.34036,0.26924,0.2032,,,,,,
0.0,13.15,-3.11,0.2209799999999999,0.35306,0.2844799999999999,0.2032,,,,,,
1.08,12.6,0.75,0.2209799999999999,0.36576,0.28702,0.2082799999999999,,,,,,
0.0,11.05,-4.47,0.2209799999999999,0.36576,0.28956,0.2082799999999999,,,,,,
0.0,14.12,-2.58,0.2209799999999999,0.36576,0.28956,0.2082799999999999,,,,,,
0.0,18.13,-1.19,0.2209799999999999,0.3682999999999999,0.28956,0.2082799999999999,,,,,,
10.57,15.85,0.85,0.2209799999999999,0.37338,0.28956,0.21082,,,,,,
6.41,4.16,-7.44,0.2286,0.3937,0.32004,0.2209799999999999,,,,,,
0.0,3.98,-8.91,0.2336799999999999,0.3987799999999999,0.32258,0.2209799999999999,,,,,,
1.04,5.53,-4.22,0.2336799999999999,0.40132,0.32512,0.2209799999999999,,,,,,
0.0,6.87,-6.26,0.2336799999999999,0.40132,0.32512,0.2209799999999999,,,,,,
1.99,7.06,-2.12,0.2336799999999999,0.40132,0.32512,0.2209799999999999,,,,,,
0.0,9.03,-4.9,0.23622,0.4064,0.32766,0.2209799999999999,,,,,,
0.0,14.6,-5.09,0.23622,0.40894,0.3302,0.22352,,,,,,
0.0,16.7,-2.12,0.23622,0.40894,0.3302,0.22352,,,,,,
0.0,9.31,-5.82,0.23622,0.40894,0.3302,0.22352,,,,,,
0.0,4.2,-9.72,0.23622,0.40894,0.3302,0.22352,,,,,,
0.0,10.9,-10.0,0.2286,0.40894,0.3302,0.22352,,,,,,
0.0,19.26,-6.74,0.2209799999999999,0.40894,0.3302,0.22352,,,,,,
0.0,21.64,-3.48,0.21844,0.40386,0.3302,0.2209799999999999,,,,,,
0.0,24.02,-1.17,0.2057399999999999,0.40132,0.32766,0.2158999999999999,,,,,,
0.0,23.98,2.33,0.1905,0.39116,0.3175,0.2057399999999999,,,,,,
0.0,22.55,-0.57,0.17526,0.381,0.30734,0.18796,,,,,,
5.78,13.5,-2.62,0.1651,0.37084,0.30734,0.18288,,,,,,
0.0,14.55,-5.65,0.17526,0.37846,0.32004,0.18542,,,,,,
0.0,15.1,-3.01,0.1727199999999999,0.381,0.32512,0.18542,,,,,,
0.0,14.3,-5.0,0.1651,0.38608,0.32512,0.1803399999999999,,,,,,
0.0,17.04,-4.81,0.16002,0.38608,0.32512,0.17018,,,,,,
0.0,15.39,-1.76,0.14478,0.381,0.32512,0.16002,,,,,,
0.0,11.87,-7.53,0.1422399999999999,0.37846,0.32512,0.15494,,,,,,
0.0,11.62,-2.66,0.12954,0.37846,0.32258,0.14986,,,,,,
12.65,6.3,-3.08,0.1219199999999999,0.36322,0.3175,0.14478,,,,,,
0.41,5.17,-2.52,0.12954,0.37592,0.3302,0.15494,,,,,,
0.62,7.44,-2.34,0.12954,0.38608,0.3429,0.15494,,,,,,
0.0,10.34,-3.46,0.13716,0.39116,0.3429,0.15494,,,,,,
0.0,15.2,-5.08,0.1422399999999999,0.39116,0.3429,0.15494,,,,,,
0.0,15.86,-2.59,0.12954,0.3937,0.34036,0.14986,,,,,,
0.0,11.65,-6.11,0.1219199999999999,0.38608,0.3352799999999999,0.1422399999999999,,,,,,
0.0,11.42,-1.81,0.1143,0.39116,0.34036,0.13716,,,,,,
0.0,14.68,-3.88,0.1143,0.39624,0.33782,0.13716,,,,,,
0.0,15.14,-2.21,0.1041399999999999,0.3937,0.3352799999999999,0.127,,,,,,
0.0,16.39,-1.68,0.0888999999999999,0.38608,0.32258,0.10668,,,,,,
0.0,17.33,1.94,0.0761999999999999,0.381,0.31496,0.09652,,,,,,
5.23,13.73,3.33,0.06604,0.37084,0.2946399999999999,0.0761999999999999,,,,,,
0.03,10.69,-0.65,0.06604,0.381,0.30226,0.0736599999999999,,,,,,
0.0,17.24,-0.09,0.06604,0.38862,0.30988,0.06858,,,,,,
0.0,22.14,-0.51,0.0431799999999999,0.39116,0.2946399999999999,0.04572,,,,,,
0.0,26.77,2.34,0.0,0.3606799999999999,0.2667,0.0127,,,,,,
0.0,26.38,6.09,0.0,0.33274,0.2336799999999999,0.0,,,,,,
0.0,21.97,3.45,0.0,0.30988,0.2032,0.0,,,,,,
0.0,15.8,5.48,0.0,0.2920999999999999,0.1905,0.0,,,,,,
0.0,17.97,0.75,0.0,0.2819399999999999,0.1777999999999999,0.0,,,,,,
0.0,20.46,1.71,0.0,0.26416,0.16002,0.0,,,,,,
0.0,27.53,0.06,0.0,0.25146,0.1397,0.0,,,,,,
4.17,27.08,5.56,0.0,0.2209799999999999,0.10668,0.0,,,,,,
0.0,18.57,3.45,0.0,0.1905,0.06858,0.0,,,,,,
0.0,13.24,-3.5,0.0,0.1777999999999999,0.0355599999999999,0.0,,,,,,
0.0,13.39,1.88,0.0,0.1676399999999999,0.0177799999999999,0.0,,,,,,
0.0,14.81,-1.48,0.0,0.16256,0.0127,0.0,,,,,,
0.0,20.69,-1.89,0.0,0.15748,0.0076199999999999,0.0,,,,,,
0.0,25.63,1.15,0.0,0.13208,0.00254,0.0,,,,,,
0.0,26.15,5.07,0.0,0.10922,0.0,0.0,,,,,,
0.0,25.81,10.38,0.0,0.07874,0.0,0.0,,,,,,
0.0,25.01,5.23,0.0,0.04826,0.0,0.0,,,,,,
0.0,22.07,4.45,0.0,0.0152399999999999,0.0,0.0,,,,,,
0.0,25.1,3.79,0.0,0.00508,0.0,0.0,,,,,,
0.0,26.13,3.98,0.0,0.0,0.0,0.0,,,,,,
0.0,25.55,11.6,0.0,0.0,0.0,0.0,,,,,,
1.54,22.05,4.62,0.0,0.0,0.0,0.0,,,,,,
2.2,19.71,-0.75,0.0,0.0,0.0,0.0,,,,,,
9.67,16.94,2.32,0.0,0.0,0.0,0.0,,,,,,
2.63,15.32,2.72,0.0,0.0,0.0,0.0,,,,,,
0.0,19.43,0.94,0.0,0.0,0.0,0.0,,,,,,
0.0,21.14,5.1,0.0,0.0,0.0,0.0,,,,,,
0.0,24.15,0.18,0.0,0.0,0.0,0.0,,,,,,
0.0,25.81,3.29,0.0,0.0,0.0,0.0,,,,,,
0.0,25.79,7.22,0.0,0.0,0.0,0.0,,,,,,
0.0,24.86,4.88,0.0,0.0,0.0,0.0,,,,,,
0.0,26.72,4.95,0.0,0.0,0.0,0.0,,,,,,
0.0,27.73,5.01,0.0,0.0,0.0,0.0,,,,,,
0.0,30.04,6.12,0.0,0.0,0.0,0.0,,,,,,
0.0,32.46,7.93,0.0,0.0,0.0,0.0,,,,,,
0.0,33.35,9.06,0.0,0.0,0.0,0.0,,,,,,
0.0,33.17,11.27,0.0,0.0,0.0,0.0,,,,,,
0.0,31.34,9.3,0.0,0.0,0.0,0.0,,,,,,
0.0,31.23,12.12,0.0,0.0,0.0,0.0,,,,,,
0.0,29.85,12.9,0.0,0.0,0.0,0.0,,,,,,
0.0,30.16,8.0,0.0,0.0,0.0,0.0,,,,,,
0.0,26.66,7.82,0.0,0.0,0.0,0.0,,,,,,
0.0,24.87,-0.28,0.0,0.0,0.0,0.0,,,,,,
0.0,30.41,3.96,0.0,0.0,0.0,0.0,,,,,,
0.0,34.95,6.63,0.0,0.0,0.0,0.0,,,,,,
0.0,36.09,8.23,0.0,0.0,0.0,0.0,,,,,,
0.0,36.17,10.3,0.0,0.0,0.0,0.0,,,,,,
0.0,35.67,13.38,0.0,0.0,0.0,0.0,,,,,,
0.0,34.44,11.3,0.0,0.0,0.0,0.0,,,,,,
0.0,34.8,12.06,0.0,0.0,0.0,0.0,,,,,,
0.0,34.34,18.02,0.0,0.0,0.0,0.0,,,,,,
0.0,32.31,11.28,0.0,0.0,0.0,0.0,,,,,,
0.0,32.02,9.66,0.0,0.0,0.0,0.0,,,,,,
0.0,34.04,9.51,0.0,0.0,0.0,0.0,,,,,,
0.0,33.16,10.91,0.0,0.0,0.0,0.0,,,,,,
4.66,28.17,14.49,0.0,0.0,0.0,0.0,,,,,,
2.77,24.16,10.8,0.0,0.0,0.0,0.0,,,,,,
0.0,26.51,7.57,0.0,0.0,0.0,0.0,,,,,,
0.0,29.18,9.3,0.0,0.0,0.0,0.0,,,,,,
0.0,29.1,10.76,0.0,0.0,0.0,0.0,,,,,,
0.0,30.25,10.21,0.0,0.0,0.0,0.0,,,,,,
0.0,29.49,12.24,0.0,0.0,0.0,0.0,,,,,,
0.0,30.37,9.93,0.0,0.0,0.0,0.0,,,,,,
0.0,31.2,13.2,0.0,0.0,0.0,0.0,,,,,,
0.0,33.8,10.66,0.0,0.0,0.0,0.0,,,,,,
0.0,35.47,11.53,0.0,0.0,0.0,0.0,,,,,,
0.0,34.03,15.03,0.0,0.0,0.0,0.0,,,,,,
0.0,34.14,11.33,0.0,0.0,0.0,0.0,,,,,,
0.0,36.22,11.63,0.0,0.0,0.0,0.0,,,,,,
0.0,36.14,14.39,0.0,0.0,0.0,0.0,,,,,,
0.0,35.88,12.35,0.0,0.0,0.0,0.0,,,,,,
0.0,34.95,8.67,0.0,0.0,0.0,0.0,,,,,,
0.0,34.82,10.27,0.0,0.0,0.0,0.0,,,,,,
0.0,36.11,10.62,0.0,0.0,0.0,0.0,,,,,,
0.0,35.89,14.69,0.0,0.0,0.0,0.0,,,,,,
0.0,34.5,15.41,0.0,0.0,0.0,0.0,,,,,,
0.0,35.06,11.76,0.0,0.0,0.0,0.0,,,,,,
0.0,34.99,12.02,0.0,0.0,0.0,0.0,,,,,,
0.0,34.13,13.45,0.0,0.0,0.0,0.0,,,,,,
0.0,36.51,12.1,0.0,0.0,0.0,0.0,,,,,,
0.0,35.54,13.51,0.0,0.0,0.0,0.0,,,,,,
2.45,32.45,16.43,0.0,0.0,0.0,0.0,,,,,,
0.81,34.13,15.6,0.0,0.0,0.0,0.0,,,,,,
2.48,34.48,17.5,0.0,0.0,0.0,0.0,,,,,,
0.0,33.75,12.83,0.0,0.0,0.0,0.0,,,,,,
2.3,33.67,10.5,0.0,0.0,0.0,0.0,,,,,,
0.0,33.92,10.55,0.0,0.0,0.0,0.0,,,,,,
0.0,34.79,10.21,0.0,0.0,0.0,0.0,,,,,,
0.0,31.48,17.89,0.0,0.0,0.0,0.0,,,,,,
0.0,31.94,16.72,0.0,0.0,0.0,0.0,,,,,,
0.0,31.77,15.53,0.0,0.0,0.0,0.0,,,,,,
11.21,30.43,16.1,0.0,0.0,0.0,0.0,,,,,,
9.87,29.48,14.46,0.0,0.0,0.0,0.0,,,,,,
3.91,27.41,14.6,0.0,0.0,0.0,0.0,,,,,,
6.18,24.34,14.67,0.0,0.0,0.0,0.0,,,,,,
0.0,28.81,11.52,0.0,0.0,0.0,0.0,,,,,,
0.0,31.93,10.4,0.0,0.0,0.0,0.0,,,,,,
0.0,34.7,10.26,0.0,0.0,0.0,0.0,,,,,,
0.0,31.49,16.86,0.0,0.0,0.0,0.0,,,,,,
0.0,27.53,7.82,0.0,0.0,0.0,0.0,,,,,,
0.0,32.05,8.0,0.0,0.0,0.0,0.0,,,,,,
0.0,30.61,10.65,0.0,0.0,0.0,0.0,,,,,,
0.0,29.96,7.33,0.0,0.0,0.0,0.0,,,,,,
0.0,30.88,6.4,0.0,0.0,0.0,0.0,,,,,,
0.0,34.19,8.86,0.0,0.0,0.0,0.0,,,,,,
0.0,35.63,11.24,0.0,0.0,0.0,0.0,,,,,,
0.0,35.5,11.53,0.0,0.0,0.0,0.0,,,,,,
0.0,33.99,12.36,0.0,0.0,0.0,0.0,,,,,,
0.0,34.19,9.56,0.0,0.0,0.0,0.0,,,,,,
0.0,33.64,12.36,0.0,0.0,0.0,0.0,,,,,,
28.33,26.91,12.25,0.0,0.0,0.0,0.0,,,,,,
11.66,15.02,8.83,0.0,0.0,0.0,0.0,,,,,,
0.0,22.52,8.15,0.0,0.0,0.0,0.0,,,,,,
14.16,25.87,7.49,0.0,0.0,0.0,0.0,,,,,,
0.0,26.31,9.23,0.0,0.0,0.0,0.0,,,,,,
0.0,28.65,9.29,0.0,0.0,0.0,0.0,,,,,,
0.0,28.86,8.37,0.0,0.0,0.0,0.0,,,,,,
0.0,29.8,7.83,0.0,0.0,0.0,0.0,,,,,,
0.0,29.62,9.84,0.0,0.0,0.0,0.0,,,,,,
0.0,28.68,6.34,0.0,0.0,0.0,0.0,,,,,,
0.0,27.0,6.02,0.0,0.0,0.0,0.0,,,,,,
0.0,29.61,4.95,0.0,0.0,0.0,0.0,,,,,,
0.0,30.16,7.29,0.0,0.0,0.0,0.0,,,,,,
0.0,30.77,9.19,0.0,0.0,0.0,0.0,,,,,,
0.0,28.42,12.99,0.0,0.0,0.0,0.0,,,,,,
0.0,27.9,8.24,0.0,0.0,0.0,0.0,,,,,,
1.48,27.55,8.89,0.0,0.0,0.0,0.0,,,,,,
0.0,27.59,3.21,0.0,0.0,0.0,0.0,,,,,,
0.0,29.61,4.67,0.0,0.0,0.0,0.0,,,,,,
0.0,30.9,5.61,0.0,0.0,0.0,0.0,,,,,,
0.0,31.29,5.53,0.0,0.0,0.0,0.0,,,,,,
0.0,32.5,5.07,0.0,0.0,0.0,0.0,,,,,,
0.0,34.24,6.45,0.0,0.0,0.0,0.0,,,,,,
0.0,32.85,9.03,0.0,0.0,0.0,0.0,,,,,,
5.63,27.17,9.91,0.0,0.0,0.0,0.0,,,,,,
0.0,28.41,9.95,0.0,0.0,0.0,0.0,,,,,,
0.0,27.98,11.83,0.0,0.0,0.0,0.0,,,,,,
0.0,27.62,5.29,0.0,0.0,0.0,0.0,,,,,,
0.0,28.3,5.49,0.0,0.0,0.0,0.0,,,,,,
0.0,28.13,5.79,0.0,0.0,0.0,0.0,,,,,,
0.0,27.85,6.2,0.0,0.0,0.0,0.0,,,,,,
3.12,23.01,6.27,0.0,0.0,0.0,0.0,,,,,,
0.0,28.07,5.69,0.0,0.0,0.0,0.0,,,,,,
0.0,16.8,-0.13,0.0,0.0,0.0,0.0,,,,,,
0.0,21.43,-0.13,0.0,0.0,0.0,0.0,,,,,,
0.0,25.79,1.15,0.0,0.0,0.0,0.0,,,,,,
0.0,24.68,3.7,0.0,0.0,0.0,0.0,,,,,,
0.0,25.62,3.68,0.0,0.0,0.0,0.0,,,,,,
0.0,27.22,3.74,0.0,0.0,0.0,0.0,,,,,,
0.0,28.66,4.82,0.0,0.0,0.0,0.0,,,,,,
0.0,28.73,5.02,0.0,0.0,0.0,0.0,,,,,,
0.0,26.15,4.72,0.0,0.0,0.0,0.0,,,,,,
0.0,15.91,2.52,0.0,0.0,0.0,0.0,,,,,,
0.0,19.0,-0.73,0.0,0.0,0.0,0.0,,,,,,
0.0,21.96,0.09,0.0,0.0,0.0,0.0,,,,,,
0.0,23.05,3.3,0.0,0.0,0.0,0.0,,,,,,
0.0,24.16,0.82,0.0,0.0,0.0,0.0,,,,,,
0.0,24.83,1.61,0.0,0.0,0.0,0.0,,,,,,
0.0,24.15,4.62,0.0,0.0,0.0,0.0,,,,,,
0.0,18.37,9.19,0.0,0.0,0.0,0.0,,,,,,
0.0,19.95,7.04,0.0,0.0,0.0,0.0,,,,,,
14.22,17.2,5.65,0.0,0.0,0.0,0.0,,,,,,
8.78,10.76,4.75,0.0,0.0,0.0,0.0,,,,,,
0.0,13.26,3.46,0.0,0.0,0.0,0.0,,,,,,
0.0,15.27,2.32,0.0,0.0,0.0,0.0,,,,,,
23.73,12.53,-0.19,0.00508,0.01016,0.0076199999999999,0.01016,,,,,,
0.0,6.33,-0.99,0.01016,0.0152399999999999,0.02032,0.01016,,,,,,
4.43,5.16,-0.97,0.01016,0.0152399999999999,0.02032,0.01016,,,,,,
0.0,10.56,-5.4,0.0076199999999999,0.0152399999999999,0.02032,0.01016,,,,,,
0.0,17.34,-3.77,0.00508,0.0152399999999999,0.02032,0.01016,,,,,,
0.0,20.18,-0.72,0.00508,0.0152399999999999,0.02032,0.01016,,,,,,
0.0,17.91,1.35,0.00254,0.0076199999999999,0.02032,0.00508,,,,,,
10.28,9.25,0.75,0.01016,0.01016,0.02286,0.0127,,,,,,
0.0,15.15,-1.61,0.0152399999999999,0.02032,0.0304799999999999,0.0177799999999999,,,,,,
0.0,19.65,0.37,0.0152399999999999,0.02032,0.0304799999999999,0.0177799999999999,,,,,,
0.0,19.13,-0.13,0.0152399999999999,0.02032,0.0304799999999999,0.0152399999999999,,,,,,
0.0,15.69,3.53,0.0127,0.02032,0.0304799999999999,0.01016,,,,,,
0.0,13.13,1.7,0.0127,0.02032,0.02794,0.00508,,,,,,
0.0,16.65,8.7,0.01016,0.02032,0.02794,0.0,,,,,,
12.41,11.83,0.85,0.0076199999999999,0.02794,0.0254,0.01016,,,,,,
0.0,9.87,1.68,0.0076199999999999,0.0355599999999999,0.03302,0.0127,,,,,,
0.0,14.29,2.6,0.00508,0.0355599999999999,0.03302,0.01016,,,,,,
0.0,17.93,-1.38,0.0,0.0304799999999999,0.0304799999999999,0.0,,,,,,
0.0,16.73,0.12,0.0,0.0304799999999999,0.02794,0.0,,,,,,
0.0,15.6,2.06,0.0,0.0304799999999999,0.02794,0.0,,,,,,
0.0,14.11,1.89,0.0,0.02794,0.02794,0.0,,,,,,
0.0,15.9,-0.79,0.0,0.02794,0.02286,0.0,,,,,,
